Division,YEAR,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
JHARKHAND,1951,5.5,98.2,889.7,78.2
JHARKHAND,1952,14.6,118.2,1162,92.5
JHARKHAND,1953,46.3,36.6,1383.7,42.7
JHARKHAND,1954,20.8,37.6,958.3,42.9
JHARKHAND,1955,53.4,34.8,880.7,111.8
JHARKHAND,1956,39.6,134.6,1218.4,163.2
JHARKHAND,1957,81.1,39.5,1238.6,18.4
JHARKHAND,1958,51.3,56.9,960.3,112
JHARKHAND,1959,57.1,79,1190.9,272.8
JHARKHAND,1960,7,63.3,1133,45.4
JHARKHAND,1961,93.2,35.6,1270.2,161.5
JHARKHAND,1962,23.2,61.9,897.9,64.8
JHARKHAND,1963,10.6,100.8,963.4,240.1
JHARKHAND,1964,14.3,77.4,983.2,75.4
JHARKHAND,1965,9.5,72.8,889.7,40.4
JHARKHAND,1966,28.5,32.8,758.7,59.8
JHARKHAND,1967,9.6,107.8,1074.6,33.2
JHARKHAND,1968,43.9,32.2,1141.8,75.5
JHARKHAND,1969,10.2,125.8,976,46.1
JHARKHAND,1970,40.9,66.1,1116,68.5
JHARKHAND,1971,67.7,181.2,1539,110.8
JHARKHAND,1972,55.1,12.5,852.1,76.3
JHARKHAND,1973,25.8,87.4,1068.5,259.4
JHARKHAND,1974,3.1,79.5,966.6,77.9
JHARKHAND,1975,30.6,66.1,1162.1,102.6
JHARKHAND,1976,23.1,90.6,1062,16
JHARKHAND,1977,27.3,154.2,1240.7,99.3
JHARKHAND,1978,61.4,107.5,1254,133.2
JHARKHAND,1979,61.1,31.6,724.3,65.8
JHARKHAND,1980,28.5,98.1,1137.8,76.1
JHARKHAND,1981,74.2,156,914.5,22.5
JHARKHAND,1982,32,141.5,841.5,70.2
JHARKHAND,1983,37.4,137.6,961.2,125.5
JHARKHAND,1984,59.6,46.7,1373.2,50.5
JHARKHAND,1985,28.3,58.6,998.3,155.1
JHARKHAND,1986,28.1,103.7,1006.6,197.2
JHARKHAND,1987,15.9,86.1,1174.1,56.6
JHARKHAND,1988,40.2,89.5,981.1,42.9
JHARKHAND,1989,2.2,69.3,1009.5,67.9
JHARKHAND,1990,48.7,128.2,1084.8,142.6
JHARKHAND,1991,27.3,76,1082.2,65.5
JHARKHAND,1992,8.3,61.2,839.2,24.3
JHARKHAND,1993,3.7,98.6,1035.9,65.9
JHARKHAND,1994,41.5,49.8,1366.3,121.8
JHARKHAND,1995,23.5,56.9,1143.9,142.2
JHARKHAND,1996,41.5,31.4,1094.8,24.1
JHARKHAND,1997,13.2,56.1,1262.1,129.8
JHARKHAND,1998,97,133.4,964.1,159.3
JHARKHAND,1999,0.7,97,1345.1,144.1
JHARKHAND,2000,24.7,93.6,1053.4,19.7
JHARKHAND,2001,5.8,101.4,1031.5,115.7
JHARKHAND,2002,14.4,60.9,902.5,57.1
JHARKHAND,2003,33.9,73.1,869,269.1
JHARKHAND,2004,8.2,75.2,923.5,129.7
JHARKHAND,2005,39.6,50.7,779.5,90.5
JHARKHAND,2006,0.5,145.5,1281.4,32
JHARKHAND,2007,50.1,105.8,1234.1,47.2
JHARKHAND,2008,22.9,59.7,1207.7,35
JHARKHAND,2009,2.6,80.8,826.1,86.6
JHARKHAND,2010,2.5,36.4,578.4,79.8
JHARKHAND,2011,5.8,86.8,1258.7,23.4
JHARKHAND,2012,45,17.7,908.3,94
JHARKHAND,2013,19,109,844.5,281.1
JHARKHAND,2014,57.4,123.1,930.1,46.1
JHARKHAND,2015,14.8,102.6,938.8,25.6
BIHAR,1901,71.4,78.6,786.7,15.6
BIHAR,1902,5.2,107.9,1063.4,29.6
BIHAR,1903,10,34.9,824.4,147.1
BIHAR,1904,7.9,127.4,1021.8,112.4
BIHAR,1905,46.1,131.4,1308.8,12.2
BIHAR,1906,71.3,54.2,1106.2,33.3
BIHAR,1907,56.5,99.3,963.8,6.9
BIHAR,1908,53.3,45,613.6,25.6
BIHAR,1909,13.3,98.6,1229.9,48.7
BIHAR,1910,7.2,63.8,1232,95.5
BIHAR,1911,9.5,83,1216,140.7
BIHAR,1912,14,112,916.9,86.6
BIHAR,1913,38,125.5,1272,94.3
BIHAR,1914,22.8,114,912.3,10.7
BIHAR,1915,65.3,101.4,1070.4,112.4
BIHAR,1916,17.1,50.7,1306.3,130.6
BIHAR,1917,22.4,117,1077.9,116.7
BIHAR,1918,0.7,136.8,1265.5,8.7
BIHAR,1919,47.9,57.6,1087.9,59.4
BIHAR,1920,19.3,62.4,1036.6,5.6
BIHAR,1921,27.3,54,1153.9,37
BIHAR,1922,16.8,31.6,1377.9,22.9
BIHAR,1923,36.4,53.1,817.8,75.5
BIHAR,1924,15.3,25.5,1300.6,115
BIHAR,1925,9.6,99.2,1054.2,28.6
BIHAR,1926,16.9,89.6,987.2,28.1
BIHAR,1927,60.6,87.9,891.5,60.3
BIHAR,1928,62.7,72.7,941.5,172.8
BIHAR,1929,52.7,60.6,970.1,275.8
BIHAR,1930,19.2,48.8,981.5,64.8
BIHAR,1931,33.7,40.5,984.2,87.9
BIHAR,1932,8.2,41.9,756.8,120
BIHAR,1933,41.3,153.2,1119.8,78.2
BIHAR,1934,43.7,34.1,1080.6,67.7
BIHAR,1935,40.6,23.3,1173.7,2.8
BIHAR,1936,14.6,96.6,1361.9,99.5
BIHAR,1937,66.3,91.5,952.6,196
BIHAR,1938,29.4,118.5,1331,27.9
BIHAR,1939,47.3,54.5,1084.5,56.9
BIHAR,1940,44.7,102.5,918.7,22.4
BIHAR,1941,19,72.5,1082.7,48.9
BIHAR,1942,77.8,61,1105.7,8
BIHAR,1943,51.6,78,1003.3,37
BIHAR,1944,59.9,98,1021.5,49.5
BIHAR,1945,74.7,91.5,918.6,158
BIHAR,1946,21.3,145.9,1062.9,163.6
BIHAR,1947,11.2,75.4,943.7,61.9
BIHAR,1948,18.6,61.2,1102.2,117.2
BIHAR,1949,59.4,134.3,1146.3,104.5
BIHAR,1950,21.6,67.6,1030.1,5.2
BIHAR,1951,8.8,36.8,771.1,33.5
BIHAR,1952,11.4,101.6,1074.5,19.3
BIHAR,1953,33.9,62.7,1262,20.2
BIHAR,1954,20.9,42.3,970.7,16.6
BIHAR,1955,26.7,42.5,1139,36.1
BIHAR,1956,24,90.4,1166.2,212.9
BIHAR,1957,78,13.4,861.2,14.4
BIHAR,1958,18.7,47.2,1018.8,82.7
BIHAR,1959,82.7,63.7,799.3,233.9
BIHAR,1960,1.5,97.9,1108.7,39.9
BIHAR,1961,47.5,37.3,926.3,246.9
BIHAR,1962,20.8,69.1,1012.4,75.7
BIHAR,1963,5.1,105.9,1058.6,156.6
BIHAR,1964,4.7,83.6,965.1,69.1
BIHAR,1965,1.7,30.4,944.3,26.3
BIHAR,1966,28.1,40.4,661.5,37
BIHAR,1967,0.2,92.8,894.8,12
BIHAR,1968,30.8,27.3,963.7,118.2
BIHAR,1969,14.5,94.8,1140.1,39.2
BIHAR,1970,35.5,60.2,944,35
BIHAR,1971,31.9,178,1082.2,140.5
BIHAR,1972,51,9.2,584.7,73
BIHAR,1973,33.1,73.1,916.3,166.5
BIHAR,1974,4.6,70.9,1127.7,32
BIHAR,1975,13.2,57.5,946.7,51.7
BIHAR,1976,14.7,90,1033.4,23.7
BIHAR,1977,8.1,101.9,865,172.5
BIHAR,1978,41.1,93,1005.2,151.4
BIHAR,1979,42.9,29.8,805.2,124
BIHAR,1980,7.1,98.4,1115.9,30.8
BIHAR,1981,37,148.4,1168.1,11
BIHAR,1982,10.5,73.9,784.6,64.6
BIHAR,1983,14.8,134.1,871.3,84
BIHAR,1984,62.5,78.1,1265.8,19.9
BIHAR,1985,9.3,77.7,1171.7,196.3
BIHAR,1986,15,110.8,1048.6,147.6
BIHAR,1987,4.3,83.1,1515.1,57.9
BIHAR,1988,16.4,120.3,1151.6,49
BIHAR,1989,17.5,107.4,1101.7,43.2
BIHAR,1990,30.6,111.1,1047.8,49.9
BIHAR,1991,20.7,48,950.5,26.5
BIHAR,1992,5.8,63.8,673.8,54.2
BIHAR,1993,13.4,100.1,1041.2,53.6
BIHAR,1994,57.5,40.7,832.8,38.5
BIHAR,1995,18.4,8.8,1005.1,79.6
BIHAR,1996,47.7,21.4,972,66.2
BIHAR,1997,11.6,74.4,1148.3,69.5
BIHAR,1998,19.6,88.4,1127,97.5
BIHAR,1999,0.3,87.8,1192.9,121.7
BIHAR,2000,12.7,137,1047.7,9.7
BIHAR,2001,1.5,114,949.8,181.8
BIHAR,2002,24.6,102.1,943.2,35.8
BIHAR,2003,52.9,73.5,1082.3,145.2
BIHAR,2004,24.8,107,956.4,59.5
BIHAR,2005,28.2,48.5,796.7,34.5
BIHAR,2006,0.1,94.3,936.3,22.1
BIHAR,2007,34.3,140.2,1369.4,56.2
BIHAR,2008,30,62.6,1083.5,21.6
BIHAR,2009,0.7,102.5,707.7,78.4
BIHAR,2010,1.3,51.1,536.2,40.7
BIHAR,2011,11.8,107.6,964.8,12.9
BIHAR,2012,20.9,46.5,924.4,40.6
BIHAR,2013,27.7,122.4,722.2,197.5
BIHAR,2014,50.5,112.9,848.6,49
BIHAR,2015,14.6,105.5,742.3,10.4
EAST UTTAR PRADESH,1901,93.9,22.9,749.3,7.1
EAST UTTAR PRADESH,1902,8.3,25.9,856.6,14.5
EAST UTTAR PRADESH,1903,8.6,17.3,865.8,324.7
EAST UTTAR PRADESH,1904,8.8,37.4,931.1,93.9
EAST UTTAR PRADESH,1905,40.5,40.9,805.4,4.9
EAST UTTAR PRADESH,1906,64,20.3,908.2,5.2
EAST UTTAR PRADESH,1907,77,50.5,538.6,0.1
EAST UTTAR PRADESH,1908,34.9,13.7,683.9,12.2
EAST UTTAR PRADESH,1909,13.9,73.2,990.2,29.5
EAST UTTAR PRADESH,1910,4.6,30.8,949.8,131.2
EAST UTTAR PRADESH,1911,40.2,35.3,901.8,136.6
EAST UTTAR PRADESH,1912,23.4,31,793.8,31.4
EAST UTTAR PRADESH,1913,37.7,101.2,692.6,29.9
EAST UTTAR PRADESH,1914,17.3,85.4,883.1,2.9
EAST UTTAR PRADESH,1915,58,51.5,1197.9,102.5
EAST UTTAR PRADESH,1916,20.1,14.2,1106.9,60.7
EAST UTTAR PRADESH,1917,40.2,56,1060.3,60
EAST UTTAR PRADESH,1918,0.7,29.9,618.1,2.1
EAST UTTAR PRADESH,1919,55.7,21.5,882.5,63.6
EAST UTTAR PRADESH,1920,12.6,30.3,814.2,3.1
EAST UTTAR PRADESH,1921,41.9,11.5,1049.3,12.1
EAST UTTAR PRADESH,1922,33.4,7.3,1304.1,19.2
EAST UTTAR PRADESH,1923,39.3,5.7,920.7,110.5
EAST UTTAR PRADESH,1924,18.8,3.4,1049.2,48.6
EAST UTTAR PRADESH,1925,5.2,37.9,1054.1,16.9
EAST UTTAR PRADESH,1926,13.8,77.6,869.3,28.8
EAST UTTAR PRADESH,1927,27.7,46.9,806.4,150.2
EAST UTTAR PRADESH,1928,109.2,25.1,586.5,84
EAST UTTAR PRADESH,1929,43.8,21.2,853.5,96.3
EAST UTTAR PRADESH,1930,28.1,14.8,971.1,55.6
EAST UTTAR PRADESH,1931,27.9,10.6,905.9,102.7
EAST UTTAR PRADESH,1932,5.5,11.2,672.6,49.2
EAST UTTAR PRADESH,1933,33.3,86.6,757.1,100.5
EAST UTTAR PRADESH,1934,35.3,15,1003.1,14.9
EAST UTTAR PRADESH,1935,37.9,11.1,856.2,14.6
EAST UTTAR PRADESH,1936,37.4,32.8,1425.1,50.1
EAST UTTAR PRADESH,1937,58.3,28.6,874.6,73.9
EAST UTTAR PRADESH,1938,36,39.1,1265.6,33.4
EAST UTTAR PRADESH,1939,35,7.9,881.5,20.7
EAST UTTAR PRADESH,1940,29.2,46.9,759.1,31.7
EAST UTTAR PRADESH,1941,24.6,19.7,749.7,4.2
EAST UTTAR PRADESH,1942,111.9,17.5,892.8,6.4
EAST UTTAR PRADESH,1943,31.6,36.5,1017.5,15.4
EAST UTTAR PRADESH,1944,60.8,82.3,867.5,50.8
EAST UTTAR PRADESH,1945,48.3,28.5,789,114.6
EAST UTTAR PRADESH,1946,25.7,62.4,845.8,105
EAST UTTAR PRADESH,1947,24.6,26.5,925.9,29.3
EAST UTTAR PRADESH,1948,38.2,15.3,1187.8,81.9
EAST UTTAR PRADESH,1949,45.1,33.5,965.2,87.2
EAST UTTAR PRADESH,1950,36.3,30.6,856,28.6
EAST UTTAR PRADESH,1951,38.3,30.2,669.3,14.8
EAST UTTAR PRADESH,1952,15.6,45.8,867.5,7.1
EAST UTTAR PRADESH,1953,38.7,19.6,1203.3,5.3
EAST UTTAR PRADESH,1954,68.6,5.2,862,33.8
EAST UTTAR PRADESH,1955,44,7.6,1273.6,99.2
EAST UTTAR PRADESH,1956,27.2,53.1,959,214.9
EAST UTTAR PRADESH,1957,44.6,20,880.5,10.5
EAST UTTAR PRADESH,1958,17.8,11.5,872.8,114.8
EAST UTTAR PRADESH,1959,57.4,44.9,639,127.9
EAST UTTAR PRADESH,1960,9.7,45.1,977.8,137.4
EAST UTTAR PRADESH,1961,50.3,8.3,939.6,216
EAST UTTAR PRADESH,1962,45.6,17.2,1001.4,7.7
EAST UTTAR PRADESH,1963,17.1,38,906.7,34.5
EAST UTTAR PRADESH,1964,8.2,47.3,953.6,27.6
EAST UTTAR PRADESH,1965,2.8,32,601.1,49.6
EAST UTTAR PRADESH,1966,22.3,8.6,632.5,44.4
EAST UTTAR PRADESH,1967,2.2,47.8,945,34.4
EAST UTTAR PRADESH,1968,34.3,8.8,761.8,35.2
EAST UTTAR PRADESH,1969,5.4,47.2,952,20
EAST UTTAR PRADESH,1970,72.6,40.8,967.5,51.4
EAST UTTAR PRADESH,1971,27.3,101.3,1106.3,76.3
EAST UTTAR PRADESH,1972,33.1,5.1,588.9,39.7
EAST UTTAR PRADESH,1973,30,18.7,797,110
EAST UTTAR PRADESH,1974,3.7,12.1,813,53.4
EAST UTTAR PRADESH,1975,21.1,21.9,1142.2,40.3
EAST UTTAR PRADESH,1976,9.5,29.4,879.5,5.2
EAST UTTAR PRADESH,1977,14.1,40.8,777.1,82.2
EAST UTTAR PRADESH,1978,55,47.8,995.9,17.6
EAST UTTAR PRADESH,1979,58.2,21.1,555.5,61.7
EAST UTTAR PRADESH,1980,7.1,24.7,1426,30.7
EAST UTTAR PRADESH,1981,23.3,45.8,1025.7,15.4
EAST UTTAR PRADESH,1982,44.6,96.3,933.8,35.9
EAST UTTAR PRADESH,1983,21.6,71.5,981.9,129.9
EAST UTTAR PRADESH,1984,47.5,21.6,984.4,23.3
EAST UTTAR PRADESH,1985,20.8,13.1,970.5,171.6
EAST UTTAR PRADESH,1986,43.5,32.4,784.4,75
EAST UTTAR PRADESH,1987,17.5,31.3,693.7,82.2
EAST UTTAR PRADESH,1988,13.4,48.8,949.7,73.2
EAST UTTAR PRADESH,1989,18.8,16.6,911.3,23.2
EAST UTTAR PRADESH,1990,42.6,53.6,990.6,19.3
EAST UTTAR PRADESH,1991,19.5,15.9,818.7,21.1
EAST UTTAR PRADESH,1992,17.7,15.5,719,111.2
EAST UTTAR PRADESH,1993,6.8,66.1,752.4,8.6
EAST UTTAR PRADESH,1994,46.9,17.3,835.8,10.2
EAST UTTAR PRADESH,1995,42.3,6.1,784.5,27.6
EAST UTTAR PRADESH,1996,95.2,4.3,831,79.8
EAST UTTAR PRADESH,1997,6.4,29.7,434.3,23
EAST UTTAR PRADESH,1998,18.1,41,584.4,17.5
EAST UTTAR PRADESH,1999,15.5,23.8,839.4,74.1
EAST UTTAR PRADESH,2000,7.9,52,867.4,19.5
EAST UTTAR PRADESH,2001,2.6,32.2,860.9,78.1
EAST UTTAR PRADESH,2002,41.1,32.2,591.1,24.7
EAST UTTAR PRADESH,2003,50.7,13.4,1015.3,16.9
EAST UTTAR PRADESH,2004,24.6,34.5,654.6,33.2
EAST UTTAR PRADESH,2005,28,19.2,694.8,28.2
EAST UTTAR PRADESH,2006,0,45.6,574.8,11.8
EAST UTTAR PRADESH,2007,46.7,57.2,621.6,15.7
EAST UTTAR PRADESH,2008,5.5,19.3,917.6,10.9
EAST UTTAR PRADESH,2009,1.1,24.2,496,88.9
EAST UTTAR PRADESH,2010,12.2,14.7,645.2,20.1
EAST UTTAR PRADESH,2011,3.7,36.7,740.2,0.6
EAST UTTAR PRADESH,2012,21.5,6.4,573.1,1.8
EAST UTTAR PRADESH,2013,65.8,12.6,864,99
EAST UTTAR PRADESH,2014,73.3,27.7,517.1,83.1
EAST UTTAR PRADESH,2015,34.1,80,472,17.2
WEST UTTAR PRADESH,1901,76.9,15.8,667.7,15.4
WEST UTTAR PRADESH,1902,9.2,12.7,704.1,10.6
WEST UTTAR PRADESH,1903,13.7,9.4,607.6,177.6
WEST UTTAR PRADESH,1904,8.2,54.9,835.5,46.6
WEST UTTAR PRADESH,1905,59,25.5,345.9,3.1
WEST UTTAR PRADESH,1906,66.5,25.2,880.2,6.8
WEST UTTAR PRADESH,1907,78.6,54.4,456.6,0
WEST UTTAR PRADESH,1908,33.9,15.7,814.6,2.2
WEST UTTAR PRADESH,1909,22.8,71.9,775.8,32.5
WEST UTTAR PRADESH,1910,13.6,15,688.3,159
WEST UTTAR PRADESH,1911,64.3,32.6,598,56.7
WEST UTTAR PRADESH,1912,30.5,17.7,745.2,11
WEST UTTAR PRADESH,1913,37.6,80.8,368.9,8
WEST UTTAR PRADESH,1914,8.5,70.2,791.9,16.9
WEST UTTAR PRADESH,1915,80.9,69.6,631.7,20.2
WEST UTTAR PRADESH,1916,18,13,1027,56.3
WEST UTTAR PRADESH,1917,35.3,77,924.3,83.6
WEST UTTAR PRADESH,1918,7.9,21.4,337.8,4.8
WEST UTTAR PRADESH,1919,73,23.4,842.1,30.5
WEST UTTAR PRADESH,1920,14.5,29.7,576.8,1.8
WEST UTTAR PRADESH,1921,50.7,5.1,923.7,12.9
WEST UTTAR PRADESH,1922,40.9,4.1,931.6,24.2
WEST UTTAR PRADESH,1923,44.6,7.8,772.4,77.5
WEST UTTAR PRADESH,1924,49.4,10.2,938,66.6
WEST UTTAR PRADESH,1925,4.4,18.1,896.3,25.1
WEST UTTAR PRADESH,1926,21.1,93.2,778.8,23.8
WEST UTTAR PRADESH,1927,23,42.7,708.6,159.9
WEST UTTAR PRADESH,1928,118.5,18.4,437.1,70.7
WEST UTTAR PRADESH,1929,28.7,9.1,561,51.3
WEST UTTAR PRADESH,1930,42.1,7.4,703.6,35.1
WEST UTTAR PRADESH,1931,26.4,12.9,807,84.4
WEST UTTAR PRADESH,1932,4.2,20.1,665.1,16.6
WEST UTTAR PRADESH,1933,20.2,58.9,868,88.3
WEST UTTAR PRADESH,1934,29.9,29.6,825.3,12.9
WEST UTTAR PRADESH,1935,50.3,19,683.7,31.7
WEST UTTAR PRADESH,1936,20.3,31.9,1123.3,42.9
WEST UTTAR PRADESH,1937,64.9,23.7,574.3,13.8
WEST UTTAR PRADESH,1938,45.1,9.1,657.2,19
WEST UTTAR PRADESH,1939,29.2,9.8,678.9,3.2
WEST UTTAR PRADESH,1940,60.4,30.6,675.5,17.4
WEST UTTAR PRADESH,1941,43.9,17.6,448.4,6.5
WEST UTTAR PRADESH,1942,87.5,12.6,974.4,13.7
WEST UTTAR PRADESH,1943,26.2,27.9,791.7,4.6
WEST UTTAR PRADESH,1944,75.6,69.9,602.2,22.7
WEST UTTAR PRADESH,1945,35.5,9.5,879.4,41.7
WEST UTTAR PRADESH,1946,19.4,33,787.9,56.4
WEST UTTAR PRADESH,1947,30.4,14.1,746.1,18.5
WEST UTTAR PRADESH,1948,56,17.4,922,32.7
WEST UTTAR PRADESH,1949,38.9,17.4,829,21.4
WEST UTTAR PRADESH,1950,26.8,28.9,763.3,15
WEST UTTAR PRADESH,1951,24.6,53.1,626,25.2
WEST UTTAR PRADESH,1952,26.5,34.2,804.8,9.7
WEST UTTAR PRADESH,1953,37.5,13.3,709.4,1.7
WEST UTTAR PRADESH,1954,102.5,11.8,665,99.9
WEST UTTAR PRADESH,1955,50.5,7.7,808.9,193.7
WEST UTTAR PRADESH,1956,27.4,35,788.5,213.6
WEST UTTAR PRADESH,1957,60,36.8,874.6,33.8
WEST UTTAR PRADESH,1958,10.5,9.6,1013.2,132
WEST UTTAR PRADESH,1959,50.2,41.1,610.3,66.6
WEST UTTAR PRADESH,1960,11.7,42.1,886.4,189.7
WEST UTTAR PRADESH,1961,77.7,9.8,956.9,153.9
WEST UTTAR PRADESH,1962,52.6,18.1,719.7,7.8
WEST UTTAR PRADESH,1963,18.5,18.4,877.2,15.6
WEST UTTAR PRADESH,1964,3.1,22.6,962.9,13.4
WEST UTTAR PRADESH,1965,18.4,42.2,586.9,26
WEST UTTAR PRADESH,1966,19,21.5,695.6,19.9
WEST UTTAR PRADESH,1967,0.6,39.4,1048.6,68.5
WEST UTTAR PRADESH,1968,30.2,10.4,635.5,17.2
WEST UTTAR PRADESH,1969,8.8,31.4,822.2,15.8
WEST UTTAR PRADESH,1970,82.3,24.8,739.7,16.9
WEST UTTAR PRADESH,1971,23.4,59.2,830,90.6
WEST UTTAR PRADESH,1972,30.3,8,528.3,18.5
WEST UTTAR PRADESH,1973,20.2,10.5,722.4,52.8
WEST UTTAR PRADESH,1974,0.9,8.7,601.5,57.7
WEST UTTAR PRADESH,1975,21.2,10.3,935.3,22.6
WEST UTTAR PRADESH,1976,13.4,16.2,620,3.6
WEST UTTAR PRADESH,1977,18.7,42.8,887.5,45.3
WEST UTTAR PRADESH,1978,37.7,66.1,1127.9,12.5
WEST UTTAR PRADESH,1979,93.7,42.8,393.7,27.8
WEST UTTAR PRADESH,1980,9.2,21.9,917.9,35.6
WEST UTTAR PRADESH,1981,24.3,37.5,650,27.9
WEST UTTAR PRADESH,1982,38.8,126.2,769.4,34.7
WEST UTTAR PRADESH,1983,33.5,99,994.4,64.7
WEST UTTAR PRADESH,1984,52.2,8.3,719.6,1.1
WEST UTTAR PRADESH,1985,7.5,14.7,776,159
WEST UTTAR PRADESH,1986,61.3,39.5,584.3,30.1
WEST UTTAR PRADESH,1987,28.4,44.2,356.1,38.1
WEST UTTAR PRADESH,1988,14.9,40.7,956,24
WEST UTTAR PRADESH,1989,25.7,17,596.1,18.4
WEST UTTAR PRADESH,1990,67.5,39.7,826.4,24.5
WEST UTTAR PRADESH,1991,21.8,13.1,684.3,29.6
WEST UTTAR PRADESH,1992,23.9,12.1,708.3,76.3
WEST UTTAR PRADESH,1993,17.1,37.4,702.2,15.1
WEST UTTAR PRADESH,1994,41.2,18.9,746.6,0.2
WEST UTTAR PRADESH,1995,41.3,11.6,771.7,2.2
WEST UTTAR PRADESH,1996,80.6,6.9,817.5,36.2
WEST UTTAR PRADESH,1997,4.5,44.3,374.2,22.1
WEST UTTAR PRADESH,1998,11.4,42.9,772.7,40.2
WEST UTTAR PRADESH,1999,20.5,8.3,723.5,34.2
WEST UTTAR PRADESH,2000,31.7,27.4,712.2,0.1
WEST UTTAR PRADESH,2001,4.8,44.2,595.2,17.6
WEST UTTAR PRADESH,2002,54.5,24.2,529,17.6
WEST UTTAR PRADESH,2003,59,12.9,960.5,15.1
WEST UTTAR PRADESH,2004,21.3,41.7,517.9,61.4
WEST UTTAR PRADESH,2005,28,30.7,663.9,3.1
WEST UTTAR PRADESH,2006,0.5,58.3,452,18.4
WEST UTTAR PRADESH,2007,67.3,49.3,452.7,3.2
WEST UTTAR PRADESH,2008,1.2,28.8,760.7,9.1
WEST UTTAR PRADESH,2009,5.2,22.7,445.3,76
WEST UTTAR PRADESH,2010,16.8,10,772.3,21.6
WEST UTTAR PRADESH,2011,12.5,36.3,725.9,2.7
WEST UTTAR PRADESH,2012,14.5,6.4,366,2.7
WEST UTTAR PRADESH,2013,89.9,7.2,763.8,71.8
WEST UTTAR PRADESH,2014,77.7,39,339.4,30.8
WEST UTTAR PRADESH,2015,38.8,95.9,436.1,11.9
UTTARAKHAND,1901,215.9,111.3,1194.1,41.3
UTTARAKHAND,1902,17.1,168.1,1105.1,34
UTTARAKHAND,1903,75.9,135.4,1026.5,68.7
UTTARAKHAND,1904,45.2,153,1221,72.9
UTTARAKHAND,1905,196,196.2,890.4,19.5
UTTARAKHAND,1906,188.1,91.5,1232.6,25.8
UTTARAKHAND,1907,181,243.7,769.1,0.5
UTTARAKHAND,1908,124,84.4,1036.1,11.7
UTTARAKHAND,1909,118.9,89.8,1430.8,78.2
UTTARAKHAND,1910,73.3,92.8,1517.3,280.5
UTTARAKHAND,1911,215.5,230.2,1001.7,95.4
UTTARAKHAND,1912,110.2,123.7,1119.2,41.5
UTTARAKHAND,1913,103.2,193,789.1,52.3
UTTARAKHAND,1914,120.8,248.2,1522,49.9
UTTARAKHAND,1915,158.7,198.9,1218.2,25.6
UTTARAKHAND,1916,39.6,71.4,1483.9,83.8
UTTARAKHAND,1917,63,263.2,1637.6,139.1
UTTARAKHAND,1918,17.2,205.9,961.5,30.6
UTTARAKHAND,1919,205.6,135.2,1189.4,52.9
UTTARAKHAND,1920,58.8,176,1078.1,15.4
UTTARAKHAND,1921,106.6,35.8,1645.7,60.6
UTTARAKHAND,1922,120.8,44.8,1638.3,56.2
UTTARAKHAND,1923,227.1,56.2,1175.1,124.5
UTTARAKHAND,1924,102.7,77.9,1555.1,191.5
UTTARAKHAND,1925,52,112.1,1314,56.8
UTTARAKHAND,1926,50.2,252.8,1044.1,34.2
UTTARAKHAND,1927,135.5,144.5,1195.9,174
UTTARAKHAND,1928,239.6,86,863.6,52.6
UTTARAKHAND,1929,86.1,59.3,886.9,180
UTTARAKHAND,1930,138.4,126.5,950.9,55.3
UTTARAKHAND,1931,97.7,103.9,1016.5,116.1
UTTARAKHAND,1932,20.3,74.2,1204.9,70.2
UTTARAKHAND,1933,118.9,165.3,1182.3,129.2
UTTARAKHAND,1934,76.7,50.2,1168.6,43.5
UTTARAKHAND,1935,127.5,68.7,912.1,29
UTTARAKHAND,1936,61.6,168.6,1547.5,134.6
UTTARAKHAND,1937,159.8,98.6,1222.9,52.3
UTTARAKHAND,1938,208,49,1260,12.3
UTTARAKHAND,1939,103.2,63.7,951.5,24.2
UTTARAKHAND,1940,149.7,123.3,913.7,37
UTTARAKHAND,1941,95.5,85.8,821.5,58.8
UTTARAKHAND,1942,190.8,105.9,1352.1,62.7
UTTARAKHAND,1943,78.8,97.2,1190,0.7
UTTARAKHAND,1944,148.7,132.2,885.6,32.5
UTTARAKHAND,1945,124.8,98.6,1330.8,93.9
UTTARAKHAND,1946,48.4,206.7,1184.6,86.9
UTTARAKHAND,1947,98.9,98.3,1134.8,27.8
UTTARAKHAND,1948,104.5,180.5,1187.8,62.5
UTTARAKHAND,1949,142.8,121.1,1121.1,27.2
UTTARAKHAND,1950,89.8,97.8,1387.2,9.3
UTTARAKHAND,1951,95.7,139.1,882,57.4
UTTARAKHAND,1952,100.5,180.2,1175.9,21.2
UTTARAKHAND,1953,132.9,124.2,1263.9,44.8
UTTARAKHAND,1954,273.6,55,1368.7,165.5
UTTARAKHAND,1955,98.9,112.8,1172.8,282.4
UTTARAKHAND,1956,65.4,252.8,1222.3,402.4
UTTARAKHAND,1957,173,226.7,1240.3,140.6
UTTARAKHAND,1958,75.6,88.3,1201.5,133.6
UTTARAKHAND,1959,161.2,127.4,1339.3,115
UTTARAKHAND,1960,81.5,154.6,1209,95.1
UTTARAKHAND,1961,260,85.6,1409.4,193.3
UTTARAKHAND,1962,165.8,117.4,1292.8,71.5
UTTARAKHAND,1963,52.8,231.6,1422.5,95
UTTARAKHAND,1964,162.2,218.6,1356.2,32.6
UTTARAKHAND,1965,204,225.4,828.6,47.7
UTTARAKHAND,1966,89.8,143.5,1168.9,63.6
UTTARAKHAND,1967,46.1,161.7,1224,124.3
